11.7064,0.81104
9.1731,0.68504
4.47948,0.50684
4.47242,0.4138
3.42004,0.36422
2.3996,0.26082
2.2775,0.26484
2.05416,0.24718
1.85934,0.20852
1.69328,0.1883
1.70736,0.199
1.1886,0.14384
1.25956,0.1443
1.1884,0.14272
1.13028,0.12888
1.13138,0.12214
1.12066,0.12208
0.9426,0.10382
1.05592,0.1062
0.8986,0.0981
0.6645,0.07834
0.72358,0.09044
0.78614,0.09862
0.93766,0.10054
0.74954,0.08966
0.75652,0.08614
0.60454,0.06758
0.61908,0.06448
0.70912,0.07718
0.49562,0.05422
0.61566,0.07064
0.61804,0.07452
0.61258,0.06384
0.5805,0.0709
0.59234,0.0628
0.55008,0.06254
0.49734,0.06016
0.4717,0.05444
0.47682,0.06118
0.50022,0.05844
0.47116,0.04962
0.48252,0.05798
0.48002,0.05792
0.42684,0.0505
0.38136,0.04386
0.4396,0.0438
0.37758,0.0443
0.2808,0.03316
0.32056,0.03724
0.33976,0.04476
0.3912,0.04536
0.33554,0.03642
0.34248,0.0386
0.27726,0.04094
0.30668,0.0348
0.27916,0.03004
0.34676,0.03728
0.29164,0.03444
0.32614,0.03954
0.24342,0.02558
0.21228,0.03038
0.24576,0.0287
0.3127,0.03582
0.359,0.04266
0.2681,0.03208
0.34346,0.03602
0.31982,0.03712
0.2331,0.02792
0.24658,0.02832
0.2906,0.03364
0.30716,0.03464
0.27908,0.03254
0.22864,0.0261
0.26114,0.02784
0.26986,0.03132
0.23642,0.02582
0.25272,0.02618
0.2231,0.02694
0.2642,0.02962
0.26998,0.03024
0.21272,0.02458
0.25106,0.02986
0.22362,0.02624
0.19462,0.0206
0.24182,0.02606
0.2183,0.0272
0.20972,0.0247
0.20442,0.02106
0.2035,0.02296
0.2176,0.0237
0.24896,0.02424
0.15464,0.02022
0.19694,0.02388
0.22628,0.02448
0.18944,0.0229
0.17102,0.0185
0.21972,0.02386
0.2215,0.02626
0.21208,0.03124
0.17828,0.02324
0.25372,0.02898
0.1585,0.01612
0.1864,0.0234
0.18672,0.0193
0.1608,0.01794
0.18464,0.02066
0.18208,0.01968
0.14096,0.01754
0.16684,0.01768
0.17944,0.01718
0.17258,0.01798
0.19538,0.02472
0.15424,0.01672
0.18274,0.01984
0.1602,0.01738
0.19886,0.0195
0.16118,0.0196
0.16988,0.01794
0.19916,0.01968
0.17076,0.0193
0.1699,0.0193
0.15476,0.01706
0.17182,0.01668
0.13418,0.01268
0.12072,0.0127
0.17102,0.02002
0.1117,0.01226
0.1669,0.0212
0.15544,0.01586
0.12272,0.0118
0.12186,0.0131
0.16132,0.01708
0.14528,0.0149
0.14256,0.01794
0.13756,0.01412
0.13378,0.0169
0.1768,0.01908
0.12892,0.0128
0.1281,0.01504
0.17578,0.01912
0.12276,0.01434
0.09552,0.01186
0.1733,0.01946
0.12712,0.01604
0.10064,0.01292
0.14818,0.01528
0.1112,0.0133
0.16468,0.01742
0.13924,0.01404
0.1097,0.0127
0.119,0.01184
0.14802,0.01448
0.16094,0.01614
0.12916,0.01418
0.12976,0.01438
0.13442,0.01422
0.15346,0.01774
0.08866,0.00976
0.1368,0.01442
0.11184,0.01008
0.11468,0.01338
0.11948,0.0136
0.09458,0.01202
0.11144,0.01158
0.1162,0.01228
0.112,0.01382
0.13308,0.01542
0.1492,0.01472
0.10694,0.0102
0.1098,0.01078
0.1138,0.01204
0.14572,0.01508
0.11226,0.01016
0.10256,0.01008
0.0977,0.00982
0.09366,0.01204
0.0886,0.01
0.11708,0.01512
0.11478,0.01304
0.08852,0.00956
0.11432,0.0115
0.0936,0.0113
0.10664,0.00958
0.08558,0.0094
0.1072,0.01226
0.09432,0.0098
0.09218,0.0099
0.10158,0.0094
0.10538,0.01366
0.10022,0.00992
0.10778,0.01142
0.08826,0.011
0.10084,0.0094
0.10728,0.01126
0.10278,0.00856
0.12316,0.01226
0.10202,0.01128
0.11946,0.01132
0.08674,0.00884
0.07866,0.00818
0.0984,0.00986
0.09208,0.01064
0.08814,0.01044
0.09518,0.01128
0.08902,0.00872
0.08574,0.00916
0.09678,0.00964
0.09668,0.00998
0.06712,0.0069
0.0873,0.00876
0.09204,0.01064
0.0911,0.0095
0.09398,0.00784
0.09314,0.009
0.09412,0.00864
