73.3016,0.47178
1.18868,0.14222
0.88834,0.09928
0.53332,0.0619
0.5081,0.05884
0.47966,0.05594
0.33894,0.04046
0.32114,0.036
0.24638,0.03234
0.24486,0.02746
0.20528,0.02624
0.21306,0.02264
0.15962,0.02
0.16138,0.01886
0.14254,0.01456
0.16144,0.01994
0.13166,0.01626
0.14008,0.0154
0.11434,0.01118
0.10662,0.01194
0.10288,0.01024
0.11254,0.0115
0.1234,0.014
0.08992,0.00738
0.11146,0.0093
0.10108,0.00956
0.0901,0.0091
0.08416,0.00808
0.07016,0.008
0.08124,0.00868
0.0806,0.01058
0.0662,0.00536
0.07526,0.0073
0.08016,0.00734
0.05456,0.0039
0.05894,0.0061
0.04764,0.00602
0.06844,0.006
0.0577,0.00644
0.05608,0.00568
0.06862,0.0073
0.04942,0.00482
0.06022,0.00604
0.06902,0.00446
0.07104,0.00642
0.04794,0.00366
0.0472,0.00478
0.05286,0.00412
0.03662,0.00336
0.03504,0.00226
0.0407,0.00284
0.04292,0.00258
0.04554,0.00414
0.04304,0.00294
0.04706,0.00354
0.03806,0.00356
0.04666,0.00364
0.03816,0.00292
0.03698,0.00314
0.04224,0.00312
0.04058,0.00368
0.02992,0.0023
0.04186,0.00354
0.03292,0.0021
0.03958,0.00258
0.0375,0.00346
0.03336,0.00304
0.02582,0.00164
0.03212,0.00278
0.03498,0.0024
0.0353,0.00274
0.02722,0.00188
0.0364,0.00228
0.03488,0.0025
0.03622,0.00282
0.02566,0.00194
0.03052,0.0021
0.03068,0.0021
0.0268,0.00174
0.03492,0.0021
0.02904,0.00206
0.02482,0.00234
0.02682,0.0021
0.03118,0.00196
0.03818,0.00302
0.02446,0.00184
0.02274,0.00162
0.03064,0.00222
0.02606,0.00226
0.02698,0.00266
0.02418,0.00156
0.02542,0.00168
0.02288,0.00208
0.02838,0.00194
0.02564,0.00178
0.02076,0.0016
0.02548,0.00146
0.02372,0.00174
0.01978,0.00176
0.02434,0.0022
0.02504,0.00158
0.02818,0.00222
0.02638,0.00224
0.02186,0.002
0.02654,0.0017
0.02036,0.00154
0.02258,0.00152
0.0221,0.00176
0.01574,0.00122
0.02322,0.00238
0.02164,0.00168
0.0181,0.00166
0.02266,0.00174
0.01554,0.0017
0.02026,0.0014
0.02062,0.0016
0.02014,0.00138
0.0166,0.0012
0.02164,0.00142
0.01696,0.00132
0.01382,0.00154
0.01832,0.00134
0.0134,0.00124
0.0186,0.00142
0.0173,0.00124
0.02024,0.00146
0.01792,0.00126
0.01648,0.00124
0.02076,0.00176
0.01292,0.00106
0.01646,0.00118
0.01484,0.00122
0.01962,0.00186
0.01554,0.00136
0.0177,0.00124
0.01632,0.00142
0.01948,0.00142
0.0193,0.00162
0.01508,0.00116
0.01562,0.00106
0.01688,0.00142
0.01044,0.00088
0.01192,0.00136
0.00988,0.00104
0.01678,0.00138
0.0165,0.00136
0.01692,0.00108
0.0166,0.00118
0.0145,0.0013
0.01688,0.00136
0.01564,0.00124
0.0161,0.00128
0.013,0.00102
0.01628,0.00124
0.01392,0.00094
0.01372,0.0012
0.0173,0.00128
0.01482,0.00114
0.0142,0.00104
0.01492,0.00128
0.0129,0.00112
0.01756,0.00122
0.01356,0.00104
0.017,0.00136
0.0151,0.0012
0.01382,0.00142
0.01228,0.00108
0.01536,0.00126
0.0129,0.00106
0.011,0.0014
0.01358,0.00098
0.01438,0.00106
0.01082,0.00108
0.01358,0.00132
0.01564,0.00128
0.0123,0.00128
0.01358,0.00104
0.01466,0.00118
0.01292,0.0009
0.01678,0.00104
0.01552,0.00104
0.01122,0.00104
0.00932,0.00084
0.01442,0.00094
0.01348,0.0013
0.01258,0.00118
0.01272,0.00104
0.01046,0.00094
0.01056,0.00104
0.01316,0.00098
0.01248,0.00094
0.01218,0.00104
0.01332,0.00104
0.01156,0.00126
0.01386,0.00108
0.01198,0.0011
0.01294,0.001
0.01372,0.00134
0.00924,0.00104
0.01218,0.00122
0.01246,0.00102
0.0121,0.00102
0.01126,0.00096
0.01096,0.0009
0.01198,0.00106
0.01062,0.00098
0.01552,0.00116
0.01098,0.00088
0.0112,0.00082
0.01002,0.001
0.01184,0.0011
0.0106,0.00094
0.01048,0.0011
0.01074,0.0009
0.0119,0.00098
0.01082,0.00082
0.0125,0.00104
0.00966,0.00088
0.01134,0.00098
0.01084,0.00096
0.01024,0.00098
0.0115,0.0012
0.01034,0.0009
0.00758,0.00094
0.01016,0.00092
0.00776,0.00096
0.01,0.00098
0.00936,0.00084
0.01152,0.001
0.00962,0.0009
0.01054,0.00094
0.00984,0.00088
0.00942,0.001
0.00832,0.00084
0.00862,0.00074
0.0081,0.001
0.01118,0.0009
0.01102,0.00088
0.00976,0.001
0.01006,0.00092
0.01028,0.00114
0.01302,0.00098
0.00964,0.00088
0.00988,0.0012
0.00824,0.0009
0.01054,0.00102
0.01028,0.00092
0.00836,0.0007
0.00938,0.00094
0.0094,0.00096
0.00964,0.00084
0.00796,0.00094
0.00762,0.00068
0.00974,0.00088
0.0086,0.0008
0.01124,0.00094
0.00964,0.0009
0.00754,0.00088
